"Name","Kind","File","Line"
"_loop","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","146"
"FireSmokeApp","py-class","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","172"
"__init__","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","173"
"_build_ui","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","209"
"_toggle_source","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","273"
"_pick_video","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","279"
"download_model","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","284"
"_parse_rois","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","294"
"_inside_any_roi","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","308"
"start","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","319"
"stop","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","355"
"_resolve_source","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","359"
"video","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","360"
"_run_detection","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","375"
"_open_capture","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","535"
"udp","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","538"
"_start_save_thread","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","550"
"_stop_save_thread","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","556"
"_enqueue_raw_frame","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","562"
"_save_worker","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","572"
"_notify_ui_error","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","585"
"_reset_controls","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","588"
"_reset","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","591"
"main","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","598"
"__main__","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\app.py","609"
"collect_images","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\prepare_hard_negative.py","9"
"ensure_dirs","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\prepare_hard_negative.py","13"
"split_items","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\prepare_hard_negative.py","19"
"train","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\prepare_hard_negative.py","24"
"valid","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\prepare_hard_negative.py","25"
"test","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\prepare_hard_negative.py","26"
"append_negative_samples","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\prepare_hard_negative.py","30"
"count_split","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\prepare_hard_negative.py","49"
"main","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\prepare_hard_negative.py","55"
"__main__","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\prepare_hard_negative.py","84"
"parse_args","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\train_yolov8s_fire_smoke.py","8"
"resolve_device","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\train_yolov8s_fire_smoke.py","24"
"auto","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\train_yolov8s_fire_smoke.py","25"
"main","py-func","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\train_yolov8s_fire_smoke.py","30"
"__main__","json-key","C:\DoAnTotNghiep\V-Shield-2.0\AI_Project\test\train_yolov8s_fire_smoke.py","71"
"Logging","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","2"
"LogLevel","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","3"
"Default","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","4"
"ConnectionStrings","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","8"
"DefaultConnection","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","9"
"SeedAdmin","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","11"
"Username","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","12"
"Password","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","13"
"FullName","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","14"
"ResetPasswordOnStartup","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","15"
"AiServices","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","17"
"FaceCameraBaseUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","18"
"PlateBaseUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","19"
"FaceIdBaseUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","20"
"AutoStartFaceId","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","21"
"AppSettings","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","23"
"FrontendUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","24"
"AllowedOrigins","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","25"
"Cloudflared","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","31"
"TunnelName","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","32"
"PublicHostname","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","33"
"TargetService","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Development.json","34"
"Logging","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","2"
"LogLevel","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","3"
"Default","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","4"
"AllowedHosts","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","8"
"ConnectionStrings","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","9"
"DefaultConnection","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","10"
"JwtSettings","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","12"
"Secret","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","13"
"Issuer","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","14"
"Audience","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","15"
"ExpiresInMinutes","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","16"
"SeedAdmin","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","18"
"Username","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","19"
"Password","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","20"
"FullName","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","21"
"ResetPasswordOnStartup","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","22"
"AiServices","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","24"
"FaceCameraBaseUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","25"
"PlateBaseUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","26"
"FaceIdBaseUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","27"
"AutoStartFaceId","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","28"
"AppSettings","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","30"
"FrontendUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","31"
"Go2RtcPublicBaseUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","32"
"AllowedOrigins","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","33"
"Cloudflared","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","39"
"TunnelName","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","40"
"PublicHostname","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","41"
"TargetService","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.json","42"
"Logging","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","2"
"LogLevel","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","3"
"Default","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","4"
"ConnectionStrings","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","8"
"DefaultConnection","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","9"
"SeedAdmin","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","11"
"Username","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","12"
"Password","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","13"
"FullName","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","14"
"ResetPasswordOnStartup","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","15"
"AiServices","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","17"
"FaceCameraBaseUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","18"
"PlateBaseUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","19"
"FaceIdBaseUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","20"
"AutoStartFaceId","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","21"
"AppSettings","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","23"
"FrontendUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","24"
"Go2RtcPublicBaseUrl","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","25"
"AllowedOrigins","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","26"
"Cloudflared","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","31"
"TunnelName","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","32"
"PublicHostname","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","33"
"TargetService","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\appsettings.Production.example.json","34"
"watch","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\dotnet-watch.json","2"
"exclude","json-key","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\dotnet-watch.json","3"
"API","namespace","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Program.cs","14"
"Program","class","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Program.cs","16"
"Main","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Program.cs","18"
"Bearer","html-id","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Program.cs","90"
"EnsureSeedAdmin","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Program.cs","160"
"NormalizeUsername","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Program.cs","240"
"EnsureGo2RtcRunning","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Program.cs","243"
"API","namespace","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\WeatherForecast.cs","1"
"WeatherForecast","class","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\WeatherForecast.cs","3"
"Date","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\WeatherForecast.cs","5"
"TemperatureC","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\WeatherForecast.cs","7"
"Summary","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\WeatherForecast.cs","11"
"API.Controllers","namespace","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","6"
"api/access-logs","route","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","9"
"AccessLogsController","class","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","11"
"[HttpGet]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","21"
"GetLogs","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","22"
"[HttpGet(""summary"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","97"
"GetSummary","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","98"
"[HttpGet(""exceptions"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","140"
"GetExceptions","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","141"
"[HttpGet(""{id:int}"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","212"
"GetDetail","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","213"
"BuildLogProjectionQuery","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","226"
"MapLogItem","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","267"
"IsExceptionLog","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","296"
"GetMethod","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","304"
"LogId","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","331"
"Timestamp","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","332"
"Direction","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","333"
"GateId","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","334"
"GateName","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","335"
"CameraId","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","336"
"CameraName","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","337"
"EmployeeId","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","338"
"RegistrationId","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","339"
"ActorName","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","340"
"ActorType","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","341"
"CapturedLicensePlate","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","342"
"CapturedFaceImageUrl","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","343"
"ResultStatus","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","344"
"IsBypass","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","345"
"ExceptionReasonId","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","346"
"ExceptionReasonCode","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","347"
"ExceptionReasonDescription","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","348"
"Note","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","349"
"EntryLogId","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessLogsController.cs","350"
"API.Controllers","namespace","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessPermissionController.cs","9"
"api/[controller]","route","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessPermissionController.cs","11"
"AccessPermissionController","class","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessPermissionController.cs","13"
"[HttpPost(""set-permission"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessPermissionController.cs","22"
"SetPermission","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AccessPermissionController.cs","23"
"API.Controllers","namespace","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AuthController.cs","8"
"api/[controller]","route","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AuthController.cs","11"
"AuthController","class","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AuthController.cs","12"
"[HttpPost(""login"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AuthController.cs","24"
"Login","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AuthController.cs","26"
"[HttpGet(""me"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AuthController.cs","40"
"GetMe","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\AuthController.cs","42"
"API.Controllers","namespace","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BienSoController.cs","6"
"api/[controller]","route","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BienSoController.cs","8"
"BienSoController","class","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BienSoController.cs","10"
"[HttpGet(""cameras"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BienSoController.cs","23"
"GetCameras","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BienSoController.cs","24"
"[HttpGet(""plates"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BienSoController.cs","40"
"GetPlates","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BienSoController.cs","41"
"[HttpGet(""plate"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BienSoController.cs","64"
"GetPlate","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BienSoController.cs","65"
"[HttpGet(""camera-plates"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BienSoController.cs","80"
"GetCameraPlates","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BienSoController.cs","81"
"API.Controllers","namespace","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BiometricsController.cs","6"
"api/biometrics","route","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BiometricsController.cs","9"
"BiometricsController","class","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BiometricsController.cs","11"
"[HttpGet(""overview"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BiometricsController.cs","20"
"GetOverview","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\BiometricsController.cs","21"
"API.Controllers","namespace","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DashboardController.cs","6"
"api/dashboard","route","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DashboardController.cs","9"
"DashboardController","class","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DashboardController.cs","11"
"[HttpGet(""overview"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DashboardController.cs","20"
"GetOverview","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DashboardController.cs","21"
"StartOfWeek","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DashboardController.cs","168"
"GetWeekdayLabel","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DashboardController.cs","174"
"API.Controllers","namespace","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DepartmentsController.cs","8"
"api/[controller]","route","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DepartmentsController.cs","11"
"DepartmentsController","class","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DepartmentsController.cs","13"
"[HttpGet]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DepartmentsController.cs","23"
"GetAll","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DepartmentsController.cs","24"
"[HttpGet(""{id}"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DepartmentsController.cs","40"
"GetById","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DepartmentsController.cs","41"
"[HttpPost]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DepartmentsController.cs","59"
"Create","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DepartmentsController.cs","60"
"[HttpPut(""{id}"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DepartmentsController.cs","86"
"Update","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DepartmentsController.cs","87"
"[HttpDelete(""{id}"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DepartmentsController.cs","112"
"Delete","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DepartmentsController.cs","113"
"API.Controllers","namespace","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","9"
"api/device-management","route","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","12"
"DeviceManagementController","class","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","14"
"[HttpGet(""overview"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","25"
"GetOverview","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","26"
"[HttpGet(""cameras"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","68"
"GetCameras","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","69"
"[HttpPost(""cameras"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","94"
"CreateCamera","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","96"
"[HttpPut(""cameras/{id:int}"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","133"
"UpdateCamera","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","135"
"[HttpDelete(""cameras/{id:int}"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","173"
"DeleteCamera","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","175"
"[HttpGet(""gates"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","201"
"GetGates","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","202"
"[HttpPost(""gates"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","233"
"CreateGate","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","235"
"[HttpPut(""gates/{id:int}"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","259"
"UpdateGate","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","261"
"[HttpDelete(""gates/{id:int}"")]","http-attr","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","287"
"DeleteGate","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","289"
"BuildCameraQuery","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","315"
"NormalizeOptional","method","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","346"
"CameraName","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","353"
"CameraType","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","354"
"GateId","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","355"
"StreamUrl","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","356"
"GateName","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","361"
"Location","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","362"
"CameraId","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","367"
"CameraName","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","368"
"CameraType","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","369"
"StreamUrl","property","C:\DoAnTotNghiep\V-Shield-2.0\API\API\API\Controllers\DeviceManagementController.cs","370"
